uid,sum(loan_amount)
6,6.266691431
19,8.724196145
20,17.308067922
23,7.72518909
27,5.292153929
28,4.723016822
39,14.402810711
43,5.07059257
47,5.722768363
54,20.143800112999998
60,4.292650699
68,18.056020173
71,7.72518909
73,13.811763614
77,6.405333138
79,9.585362908
80,5.722768363
81,3.862594545
85,19.308504003000003
87,14.064141055
89,4.292650699
92,13.381783298
100,11.584208456
104,7.72518909
109,4.292650699
112,15.129529283
115,6.316422771
116,16.355091447
117,5.722768363
121,25.823520496999997
127,14.249477385
138,5.722768363
139,38.174731684
142,17.154168237
144,6.292054527
147,5.226703564
150,6.464550799
157,25.158551705999997
158,5.722768363
159,5.931812567
163,13.381397491000001
170,18.534883862999997
179,9.584804628
182,81.279745919
186,35.296573609
188,3.862594545
193,8.520181698
195,4.974842946
201,5.885770109
202,31.794058491999998
211,6.153413856
215,21.893619618
239,5.722768363
253,12.226547303
255,5.722768363
258,23.825588568
259,4.974842946
274,5.97467729
287,16.310490488
290,4.071302059
295,6.014774739
298,21.033507309999997
305,4.544373396
307,6.405333138
313,3.862594545
315,8.155245244
320,6.292054527
327,5.014930043
329,6.153413856
339,43.382174383000006
343,5.722768363
348,4.974842946
354,6.584074882
358,11.445536726
360,7.83826511
361,16.827216626
364,26.723626233
365,5.722768363
367,8.155245244
385,5.153538105
387,4.723016822
393,19.743295284
397,3.862594545
400,5.722768363
404,28.676382206
406,35.453763962
408,5.722768363
419,11.672081522
431,23.892998151999997
436,13.225837813999998
438,19.169919225
439,111.60891817400007
440,10.578065742
441,6.362466936
443,4.154158974
444,5.292153929
449,31.752923574000004
451,4.723016822
452,5.292153929
458,18.007172977
460,9.963353402
470,5.931812567
473,8.089850039
477,6.153413856
478,6.014774739
485,5.722768363
488,5.97467729
489,13.30831822
501,9.046440288
503,5.292153929
504,10.906614106
505,11.411773742000001
506,9.876554927
509,29.36961001
521,6.153413856
528,9.446033644
530,3.862594545
531,9.697859768
539,22.75480343
540,4.723016822
543,4.723016822
547,12.877952097000001
555,33.471451226
558,9.446188804
561,6.153413856
562,8.155245244
565,9.584804628
568,10.224463266
569,6.713958681
573,6.153413856
575,5.54404215
576,15.950650122999999
581,8.837437491
583,42.337231432
586,4.974842946
587,20.445587909
590,5.781982259
591,4.292650699
594,12.777338172
596,14.169050466
598,5.931812567
599,5.292153929
604,5.501180385
606,3.975670565
613,71.004965481
614,5.292153929
618,9.446033644
620,5.97467729
623,18.965353413
627,4.723016822
630,6.405333138
641,3.862594545
642,8.446809673
646,4.723016822
647,5.97467729
649,5.153538105
654,5.292153929
660,11.39481364
661,10.643583859
662,6.83599934
666,13.958553067
671,20.712782060000002
673,5.722768363
681,5.722768363
685,3.862594545
691,14.738187573
692,5.722768363
693,7.72518909
700,11.949409800000002
704,54.07632363
706,5.07059257
711,6.722718659
717,8.406967941
729,10.445785185
740,4.292650699
741,10.504999081000001
745,25.755904194
754,3.862594545
758,19.395719536
769,6.405333138
774,11.584208456
786,42.337231432
793,8.214408357
796,5.292153929
798,5.722768363
804,25.755904194
813,4.292650699
814,65.861281986
818,13.422169493
819,4.071302059
825,10.810849202
828,9.015667521000001
832,13.560454313
837,5.722768363
842,25.790271540000003
853,6.212630577
854,8.585301398
855,5.153538105
856,5.292153929
860,3.862594545
863,7.72518909
864,11.876182219
870,8.155245244
873,6.722718659
874,4.657587153
882,4.292650699
884,11.563964518
885,11.014922292000001
893,5.722768363
894,20.435516768
895,15.242177786
896,9.283743419
900,12.923945576
903,8.155245244
912,9.836527325
913,5.722768363
919,6.153413856
920,4.885961244
930,6.212630577
939,5.501180385
940,5.931812567
943,6.584074882
955,8.155245244
957,6.629009152
959,5.292153929
974,40.136035414999995
977,4.154158974
978,8.155245244
992,21.842438529
1000,25.712906333000003
1001,4.931990053
1003,6.405333138
1022,18.278518557
1023,6.153413856
1027,3.862594545
1028,9.236145653
1030,3.862594545
1032,20.282167626
1044,23.127627121
1048,5.722768363
1052,5.722768363
1053,9.836527325
1059,4.544373396
1062,34.234560791
1071,15.030093032
1072,48.37375394199999
1078,8.585301398
1080,17.309993718
1098,5.292153929
1100,6.153413856
1101,5.97467729
1107,5.292153929
1111,9.87678771
1117,5.292153929
1127,9.089298109
1133,5.722768363
1139,5.885770109
1152,3.862594545
1153,5.153538105
1158,13.637760448999998
1166,12.085226423
1171,14.381507242000001
1175,130.27928108099994
1176,10.316742940000001
1177,8.837024095
1180,4.723016822
1190,29.716630794
1191,4.292650699
1192,51.90751297
