uid,sum(loan_amount)
4,10.44569203
20,30.57334137
23,19.31297272
28,4.292650699
39,4.292650699
43,5.722768363
53,5.405415974
64,4.723016822
68,29.82970945
69,5.527250561
71,4.292650699
81,4.227255494
83,4.292650699
85,5.54404215
87,5.153538105
89,26.79073623
92,43.23550296
107,5.722768363
115,6.316422771
116,5.584137011
117,11.44553673
121,25.72778196
125,5.722768363
127,5.657311097
139,39.49170106
142,17.15416824
145,6.292054527
148,4.455523524
157,5.836040761
159,5.931812567
163,4.292650699
170,7.72518909
177,5.931812567
179,10.26699688
181,20.96460818
182,58.12282919
186,20.25702075
187,4.071302059
188,3.862594545
191,11.44553673
193,8.837024095
199,6.153413856
201,11.72181087
202,19.39599544
203,10.58430786
208,5.657311097
215,27.47736869
235,5.722768363
239,15.75049027
243,5.405415974
248,6.212630577
258,17.85086986
261,5.153538105
282,5.781982259
283,4.154158974
295,18.04432422
298,12.87826207
315,18.35679175
322,6.153413856
329,13.13008819
334,6.781937074
339,54.49547141
354,35.01418817
358,11.44553673
360,4.723016822
361,5.776308446
364,9.267390218
365,5.722768363
367,3.862594545
385,3.862594545
394,6.153413856
400,4.974842946
404,15.28207441
406,8.585301398
419,10.6975699
426,6.384269633
429,6.584074882
438,24.77573688
439,111.6089182
440,5.351362178
458,25.65941272
460,9.422406382
461,6.643293014
464,6.153413856
469,7.83826511
470,5.931812567
473,12.42248024
474,10.5992223
478,5.97467729
485,5.722768363
488,5.97467729
489,25.8257853
497,5.292153929
503,5.722768363
504,21.87510644
505,6.153413856
506,5.153538105
517,4.292650699
528,18.03133504
530,3.862594545
539,6.212630577
540,4.292650699
543,5.405415974
553,5.722768363
555,36.6220373
558,23.18471799
562,9.015667521
565,5.034043668
568,14.51711397
569,6.781937074
572,6.292054527
575,8.155245244
576,8.155245244
580,6.405333138
581,12.44789594
583,31.75292357
587,8.837437491
591,3.862594545
592,6.183727411
594,12.44789594
596,4.723016822
613,59.8796139
616,11.44553673
618,14.85144962
619,14.79809797
622,5.405415974
623,14.92452884
625,5.07059257
630,12.1281015
636,5.292153929
641,26.25768257
642,5.292153929
646,5.292153929
647,5.97467729
654,5.781982259
660,8.268321264
661,9.655339359
666,22.39758183
671,4.723016822
676,10.26699688
681,5.722768363
691,10.01517075
693,11.58778364
704,116.9900848
706,8.615675455
711,6.722718659
741,22.47868746
744,6.895217943
745,25.75590419
750,9.836444546
754,7.72518909
757,5.722768363
758,33.20001285
759,4.071302059
761,5.722768363
769,6.405333138
774,12.44546838
781,4.974842946
782,5.722768363
786,47.31207438
804,21.4632535
805,4.292650699
813,19.42604875
814,20.57416624
815,12.36604443
818,7.72518909
819,4.071302059
826,6.153413856
832,4.292650699
836,22.53513337
837,3.862594545
841,4.292650699
842,22.44782408
854,4.292650699
855,5.97467729
859,4.974842946
870,9.505224959
873,6.722718659
874,4.809815297
893,3.862594545
894,18.93993758
895,11.01492229
897,6.153413856
900,18.44452427
903,4.292650699
911,10.69761131
912,32.15166325
913,5.292153929
916,3.862594545
918,6.316422771
