34939,6.153413856
80338,6.212630577
5018,6.153413856
58005,6.292054527
52453,4.292650699
45117,6.292054527
41592,5.501180385
8679,6.153413856
21745,5.405415974
45828,4.227255494
17226,5.292153929
90569,6.292054527
16838,5.292153929
27792,5.153538105
25820,5.292153929
583,6.292054527
51593,4.723016822
16281,5.292153929
6647,5.722768363
67759,5.292153929
68677,4.292650699
40036,5.384355326
34146,4.071302059
9050,5.153538105
78717,6.212630577
1112,6.292054527
20801,6.087953139
65281,6.292054527
7967,6.292054527
50348,6.292054527
2302,4.782208137
53629,5.722768363
35477,5.351362178
22711,6.292054527
40600,5.153538105
68050,6.153413856
11072,5.153538105
81074,5.722768363
53478,4.544373396
84057,5.836040761
58049,4.292650699
51635,5.97467729
41325,6.153413856
70230,5.292153929
52810,5.931812567
45486,5.584137011
40645,5.978805502
43024,6.292054527
40068,4.723016822
86572,5.781982259
23304,5.657311097
9745,6.153413856
63713,6.292054527
13974,5.292153929
71066,5.781982259
3691,6.292054527
13676,5.722768363
44761,6.153413856
32319,5.861402821
78792,6.292054527
73760,4.974842946
78257,6.292054527
76849,5.861402821
45671,5.405415974
9589,6.153413856
52283,5.501180385
27730,5.153538105
83161,5.45514134
43150,5.781982259
48263,4.723016822
82757,6.153413856
10393,4.292650699
80359,3.862594545
71443,5.657311097
21158,6.292054527
23684,5.97467729
75131,6.218253301
2452,5.501180385
2308,5.292153929
51736,3.862594545
3987,4.974842946
18868,5.97467729
45291,6.292054527
46772,5.97467729
39930,5.836040761
22042,6.006959593
63985,5.781982259
75048,6.292054527
61396,4.657587153
64066,5.722768363
58492,6.292054527
64139,4.974842946
5010,6.153413856
27720,6.292054527
64735,6.292054527
40119,5.292153929
4753,5.292153929
16635,4.292650699
45868,6.153413856
41015,3.862594545
46672,5.97467729
55956,6.153413856
28426,6.292054527
46117,6.153413856
86897,6.292054527
31235,6.292054527
50161,5.722768363
82685,6.292054527
8265,5.836040761
10859,5.621800638
19307,6.292054527
13102,5.292153929
62781,6.292054527
87854,5.722768363
38602,5.292153929
63024,6.05244065
78674,3.862594545
9967,5.722768363
45548,5.722768363
62308,5.405415974
74248,5.292153929
50815,4.8616016
13891,6.292054527
15366,6.292054527
18260,4.292650699
786,6.292054527
55741,4.723016822
21667,4.292650699
31116,4.292650699
30239,5.292153929
90989,5.931812567
15719,5.722768363
64469,4.292650699
23479,5.464626106
79739,6.292054527
48678,6.292054527
50728,5.97467729
4015,4.723016822
77660,6.153413856
60277,6.292054527
87857,5.722768363
61923,5.809599236
28987,5.722768363
72132,5.292153929
84245,5.722768363
63076,5.292153929
3131,4.723016822
43332,6.153413856
3939,6.292054527
13585,5.97467729
59617,4.974842946
76580,6.292054527
17851,5.153538105
80801,5.292153929
73939,4.723016822
9473,5.292153929
72684,6.292054527
27767,4.584447562
37070,6.212630577
18201,5.931812567
393,5.226703564
22488,6.292054527
38697,5.292153929
62655,6.292054527
81388,5.614448346
70296,5.931812567
50081,5.405415974
52213,5.292153929
35194,6.292054527
29557,6.292054527
6858,5.722768363
48407,6.292054527
49520,4.292650699
65180,5.722768363
50457,5.351362178
77171,6.292054527
57956,5.722768363
35676,5.722768363
46420,5.614448346
43896,5.198462624
37224,4.544373396
79293,5.509992544
23265,4.292650699
78039,5.292153929
86750,5.153538105
20932,5.931812567
23007,6.292054527
81578,3.862594545
64446,5.657311097
60219,5.226703564
62469,6.153413856
70708,6.292054527
90166,5.657311097
63009,5.226703564
11327,4.071302059
89815,3.862594545
58967,5.97467729
69963,6.292054527
85904,6.292054527
9518,6.292054527
52861,6.153413856
63096,5.153538105
12235,5.722768363
77514,5.885770109
26705,5.292153929
44169,4.723016822
82674,5.722768363
11973,5.722768363
49707,4.974842946
21729,5.722768363
85595,5.97467729
37213,6.292054527
51587,5.722768363
30552,6.104976146
90903,6.292054527
42013,5.07059257
68209,5.722768363
57258,6.248300403
37201,6.292054527
19075,6.05244065
38225,6.212630577
6796,5.722768363
13105,6.292054527
45987,6.292054527
71361,5.292153929
56967,6.292054527
15445,5.722768363
49363,5.292153929
5854,5.226703564
54999,5.435726077
64427,6.234822478
68628,6.153413856
35219,5.97467729
60390,5.183845743
56,6.292054527
43145,5.226703564
21477,6.292054527
70692,6.292054527
83681,5.722768363
22105,5.97467729
20284,5.153538105
13466,3.862594545
66012,5.722768363
52995,6.292054527
28514,6.292054527
82724,5.153538105
34288,4.8616016
73960,6.153413856
18908,6.292054527
15446,5.643349495
15528,5.722768363
26029,5.97467729
45672,6.292054527
41716,4.292650699
89551,6.292054527
44881,6.292054527
89606,5.97467729
80680,6.292054527
81752,5.722768363
21613,5.405415974
16028,4.292650699
27288,5.292153929
64635,5.292153929
12410,5.483172026
7094,4.974842946
87700,4.544373396
30767,5.292153929
59080,5.781982259
87670,5.292153929
42646,6.292054527
87315,6.153413856
75754,6.153413856
72453,5.722768363
25517,6.292054527
12728,3.975670565
32263,5.483172026
3366,6.292054527
38616,5.722768363
15243,5.722768363
30143,4.292650699
44902,5.153538105
83769,5.722768363
52127,6.292054527
77851,3.862594545
65615,4.292650699
10902,6.153413856
70673,5.836040761
90538,6.292054527
88799,6.292054527
711,6.292054527
37186,5.861402821
72977,5.292153929
65625,5.722768363
