34939,6.316422771
80338,6.212630577
5018,6.153413856
58005,6.793132399
52453,4.292650699
45117,6.770536322
41592,5.501180385
8679,6.153413856
21745,5.405415974
45828,4.227255494
17226,5.292153929
90569,6.722718659
16838,5.405415974
27792,5.153538105
25820,5.292153929
583,6.405333138
51593,4.723016822
16281,5.292153929
6647,6.405333138
67759,5.292153929
68677,4.292650699
40036,5.384355326
34146,4.071302059
9050,5.153538105
78717,6.212630577
1112,6.292054527
20801,6.087953139
65281,7.045058337
7967,6.974644153
50348,7.014743673
2302,4.782208137
53629,5.722768363
35477,5.351362178
22711,6.637618812
40600,5.153538105
68050,6.684274102
11072,5.153538105
81074,5.885770109
53478,4.544373396
84057,5.836040761
58049,4.292650699
51635,6.05244065
41325,6.384269633
70230,5.885770109
52810,5.931812567
45486,5.584137011
40645,5.978805502
43024,7.052411412
40068,4.723016822
86572,5.781982259
23304,5.657311097
9745,6.153413856
63713,6.483098934
13974,5.74113247
71066,5.781982259
3691,6.946686099
13676,6.137683814
44761,6.153413856
32319,5.861402821
78792,6.535635912
73760,4.974842946
78257,6.83599934
76849,5.861402821
45671,5.405415974
9589,6.287064059
52283,5.501180385
27730,5.153538105
83161,5.45514134
43150,5.781982259
48263,4.723016822
82757,6.425705932
10393,4.292650699
80359,3.862594545
71443,5.657311097
21158,6.722718659
23684,6.670911833
75131,6.218253301
2452,5.501180385
2308,5.931812567
51736,3.862594545
3987,4.974842946
18868,5.97467729
45291,6.584074882
46772,6.121545176
39930,5.836040761
22042,6.006959593
63985,5.781982259
75048,6.462665165
61396,4.657587153
64066,6.087953139
58492,6.722718659
64139,4.974842946
5010,6.153413856
27720,6.614389175
64735,6.483098934
40119,5.292153929
4753,5.292153929
16635,4.292650699
45868,6.153413856
41015,3.862594545
46672,6.05244065
55956,6.153413856
28426,6.657255871
46117,6.287064059
86897,7.140836483
31235,6.382123471
50161,5.722768363
82685,6.405333138
8265,5.836040761
10859,5.621800638
19307,6.931777064
13102,5.292153929
62781,6.684274102
87854,5.722768363
38602,5.292153929
63024,6.05244065
78674,3.862594545
9967,5.722768363
45548,5.722768363
62308,5.405415974
74248,5.292153929
50815,4.8616016
13891,6.483098934
15366,6.781937074
18260,4.292650699
786,6.781937074
55741,4.723016822
21667,4.292650699
31116,4.292650699
30239,5.781982259
90989,5.931812567
15719,5.899944587
64469,4.292650699
23479,5.464626106
79739,6.292054527
48678,6.405333138
50728,6.05244065
4015,4.723016822
77660,6.316422771
60277,6.982873766
87857,5.722768363
61923,5.809599236
28987,5.722768363
72132,5.292153929
84245,5.97467729
63076,5.292153929
3131,4.723016822
43332,6.153413856
3939,6.856372469
13585,5.97467729
59617,4.974842946
76580,6.292054527
17851,5.153538105
80801,5.292153929
73939,4.723016822
9473,5.501180385
72684,6.895217943
27767,4.584447562
37070,6.212630577
18201,5.931812567
393,5.226703564
22488,6.405333138
38697,5.405415974
62655,7.577817862
81388,5.614448346
70296,5.931812567
50081,5.405415974
52213,5.292153929
35194,6.781937074
29557,6.722718659
6858,5.97467729
48407,6.552205383
49520,4.292650699
65180,6.153413856
50457,5.351362178
77171,6.292054527
57956,5.722768363
